id,idade,renda,cidade,categoria,nota,feedback
1,65,3778.97,São Paulo,B,1.4,Bom
2,36,9966.47,Rio de Janeiro,A,2.9,Bom
3,16,4907.05,Vitória,B,2.3,Regular
4,41,6298.99,São Paulo,B,9.8,Ruim
5,53,4602.75,Vitória,B,5.4,Regular
6,44,10109.81,Belo Horizonte,A,6.0,Bom
7,48,8135.33,Rio de Janeiro,A,8.9,Ruim
8,56,5593.77,Vitória,B,8.4,Bom
9,29,10666.18,Rio de Janeiro,B,5.7,Bom
10,41,3977.82,Rio de Janeiro,B,2.7,Regular
11,33,4997.05,Rio de Janeiro,A,1.8,Ruim
12,39,3291.75,Belo Horizonte,B,1.5,Regular
13,46,5194.88,Belo Horizonte,A,6.0,Ruim
14,45,1705.95,Belo Horizonte,B,2.6,Regular
15,23,1466.07,São Paulo,B,5.3,Ruim
16,56,1622.05,Rio de Janeiro,A,6.4,Ruim
17,32,,Vitória,A,3.1,Ruim
18,48,3041.39,Rio de Janeiro,B,5.5,Ruim
19,49,8651.95,Vitória,B,4.5,Ruim
20,35,2508.56,Vitória,A,6.4,Regular
21,53,11208.31,Vitória,B,1.4,Bom
22,42,1505.46,Vitória,A,7.6,Ruim
23,54,10218.78,Rio de Janeiro,B,1.9,Bom
24,61,7994.08,Belo Horizonte,A,8.5,Regular
25,27,2158.0,Belo Horizonte,B,1.2,Regular
26,24,12239.3,São Paulo,B,6.8,Regular
27,51,9432.11,Rio de Janeiro,A,7.0,Bom
28,31,6315.39,São Paulo,B,4.9,Ruim
29,19,2470.18,Belo Horizonte,A,1.2,Regular
30,29,12752.68,Rio de Janeiro,B,1.5,Regular
31,19,11007.91,Belo Horizonte,B,4.5,Regular
32,56,8305.7,Vitória,A,0.0,Ruim
33,44,12450.0,Rio de Janeiro,A,1.3,Ruim
34,24,11110.34,São Paulo,B,9.2,Bom
35,54,11064.34,Rio de Janeiro,A,3.5,Ruim
36,58,12297.32,São Paulo,B,9.9,Bom
37,23,9139.54,São Paulo,B,8.5,Bom
38,55,8801.28,Belo Horizonte,B,7.5,Bom
39,25,4875.7,Vitória,A,8.7,Bom
40,58,3982.36,São Paulo,A,7.2,Bom
41,66,4269.09,Vitória,A,1.9,Regular
42,58,10399.25,Rio de Janeiro,A,4.9,Regular
43,64,3245.56,São Paulo,B,1.7,Regular
44,30,11087.03,Belo Horizonte,A,9.4,Regular
45,44,4920.34,São Paulo,B,1.8,Ruim
46,61,,Belo Horizonte,B,9.5,Ruim
47,58,2844.41,Vitória,B,0.5,Ruim
48,55,1360.86,São Paulo,B,3.4,Ruim
49,59,3086.34,Belo Horizonte,A,5.2,Ruim
50,39,11242.62,Vitória,A,7.2,Regular
51,18,7625.96,Belo Horizonte,A,6.0,Bom
52,68,5130.38,Vitória,B,2.1,Ruim
53,45,10495.9,Belo Horizonte,A,1.9,Ruim
54,57,1556.02,Rio de Janeiro,A,9.3,Bom
55,39,7272.78,São Paulo,B,7.3,Bom
56,68,11904.38,Rio de Janeiro,A,4.9,Ruim
57,68,3580.84,São Paulo,B,5.0,Bom
58,41,5572.83,,A,3.1,Ruim
59,21,5680.19,Belo Horizonte,B,1.7,Regular
60,69,9900.78,Rio de Janeiro,A,8.3,Ruim
61,54,11824.58,São Paulo,B,1.4,Regular
62,56,3859.38,São Paulo,A,8.9,Ruim
63,45,7138.18,Belo Horizonte,A,2.0,Regular
64,67,8917.78,São Paulo,A,1.6,Bom
65,34,12965.46,Belo Horizonte,B,4.8,Bom
66,50,5329.14,Belo Horizonte,A,4.5,Ruim
67,42,6164.58,Vitória,B,4.6,Ruim
68,31,4092.52,Vitória,B,1.9,Ruim
69,68,12070.74,São Paulo,B,1.1,Ruim
70,47,5020.93,Belo Horizonte,A,2.4,Regular
71,61,3253.97,Belo Horizonte,B,5.8,Bom
72,37,12826.49,Belo Horizonte,B,0.4,Ruim
73,17,4623.36,São Paulo,A,7.1,Ruim
74,45,4211.86,Rio de Janeiro,A,4.0,Bom
75,68,10997.7,Belo Horizonte,B,0.7,Ruim
76,66,9513.13,Rio de Janeiro,B,3.6,Regular
77,48,10846.95,Vitória,A,4.5,Regular
78,64,3799.99,Belo Horizonte,B,0.3,Ruim
79,55,1573.67,Belo Horizonte,A,2.4,Bom
80,31,11196.39,São Paulo,B,0.2,Ruim
81,67,10205.06,São Paulo,B,7.7,Ruim
82,46,6672.85,Belo Horizonte,B,4.8,Bom
83,64,5456.63,Vitória,,2.1,Ruim
84,40,9093.14,Belo Horizonte,A,1.4,Regular
85,50,8024.24,Rio de Janeiro,A,7.1,Regular
86,23,10648.8,Rio de Janeiro,A,6.8,Ruim
87,62,9444.1,São Paulo,B,5.9,Regular
88,18,5994.98,Vitória,B,1.5,Regular
89,46,4387.64,Belo Horizonte,A,7.3,Ruim
90,25,12282.16,São Paulo,A,1.2,Ruim
91,47,10353.3,Belo Horizonte,B,6.2,Ruim
92,53,8135.93,Vitória,B,2.6,Regular
93,57,3556.94,Belo Horizonte,B,3.6,Regular
94,59,3062.1,Rio de Janeiro,A,2.5,Bom
95,51,10881.2,Rio de Janeiro,B,9.1,Ruim
96,56,6926.98,Belo Horizonte,A,7.6,Bom
97,65,3623.8,Vitória,A,1.4,Regular
98,41,2629.14,Vitória,B,3.6,Regular
99,17,2145.49,Belo Horizonte,B,9.6,Ruim
100,32,12744.17,Belo Horizonte,A,4.2,Ruim
101,36,8996.28,São Paulo,A,,Bom
102,35,6404.69,Vitória,B,4.4,Ruim
103,28,4024.33,São Paulo,B,2.7,Ruim
104,37,11665.97,Rio de Janeiro,B,3.0,Ruim
105,69,3358.25,Rio de Janeiro,B,0.0,Regular
106,46,12395.26,Belo Horizonte,B,10.0,Regular
107,26,4970.33,Belo Horizonte,,3.2,Bom
108,43,4482.62,São Paulo,B,2.2,Bom
109,23,9033.03,Belo Horizonte,A,4.0,Bom
110,49,7882.02,Vitória,B,1.5,Regular
111,28,9501.79,Vitória,A,9.8,Bom
112,53,1572.24,Rio de Janeiro,A,6.0,Regular
113,47,4855.62,Belo Horizonte,B,4.4,Regular
114,67,1603.28,São Paulo,B,5.4,Bom
115,17,6359.4,Vitória,B,8.5,Ruim
116,47,8475.83,Rio de Janeiro,A,6.4,Regular
117,43,10249.36,São Paulo,B,7.9,Bom
118,44,10646.28,Rio de Janeiro,A,6.1,Bom
119,65,1991.53,Vitória,B,4.8,Regular
120,30,2323.06,São Paulo,B,9.6,Regular
121,23,1690.58,Vitória,B,1.1,Ruim
122,27,9403.55,Rio de Janeiro,A,8.7,Ruim
123,54,6942.78,Rio de Janeiro,A,2.9,Ruim
124,34,,Rio de Janeiro,A,0.4,Regular
125,19,7306.14,Vitória,B,0.6,Bom
126,46,10272.85,Rio de Janeiro,B,2.2,Ruim
127,54,5493.77,São Paulo,B,7.8,Regular
128,59,7488.84,Vitória,A,8.2,Regular
129,19,5836.4,Belo Horizonte,A,0.3,Bom
130,21,12346.51,Vitória,B,6.4,Regular
131,63,9934.74,São Paulo,A,1.1,Regular
132,64,10453.39,Belo Horizonte,A,2.2,Regular
133,60,5129.75,São Paulo,B,8.9,Ruim
134,16,2882.5,Belo Horizonte,B,1.1,Ruim
135,24,9582.02,São Paulo,A,7.5,Bom
136,53,6257.02,Rio de Janeiro,A,8.9,Bom
137,20,5649.96,Rio de Janeiro,B,5.5,Ruim
138,26,2390.43,Belo Horizonte,A,3.0,Ruim
139,30,3289.82,São Paulo,A,3.2,Bom
140,23,4862.07,Belo Horizonte,B,4.9,Ruim
141,70,9260.38,Vitória,B,2.2,Regular
142,27,1434.41,Vitória,A,3.4,Ruim
143,48,10828.21,Belo Horizonte,A,5.4,Regular
144,26,4971.78,Belo Horizonte,A,0.1,Bom
145,34,4458.48,Rio de Janeiro,A,1.2,Bom
146,20,7224.18,Belo Horizonte,B,4.4,Regular
147,48,11188.61,Rio de Janeiro,B,0.7,Ruim
148,28,10056.66,São Paulo,A,4.7,Ruim
149,52,10684.08,Rio de Janeiro,A,5.8,Regular
150,22,5920.91,Vitória,A,7.5,Regular
151,36,2353.63,Rio de Janeiro,A,0.4,Regular
152,69,5677.49,Vitória,A,5.5,Bom
153,52,10528.67,São Paulo,A,2.4,Regular
154,34,12632.51,Vitória,B,7.5,Bom
155,63,2638.62,Rio de Janeiro,A,3.3,Regular
156,56,10766.91,Belo Horizonte,A,6.2,Regular
157,45,3870.1,São Paulo,B,7.4,Bom
158,49,11394.74,Belo Horizonte,B,3.1,Ruim
159,30,2809.25,São Paulo,A,9.3,Bom
160,40,3541.35,Belo Horizonte,B,7.8,Bom
161,56,10705.93,Rio de Janeiro,A,9.5,Ruim
162,17,12812.59,Belo Horizonte,B,10.0,Ruim
163,47,9606.92,São Paulo,B,8.1,Regular
164,18,6607.29,São Paulo,A,8.6,Bom
165,30,5325.49,Rio de Janeiro,B,1.4,Regular
166,42,5166.71,Belo Horizonte,,5.6,Regular
167,44,9787.88,Rio de Janeiro,B,0.8,Regular
168,23,4032.91,Belo Horizonte,A,5.5,Ruim
169,22,5267.7,Vitória,B,7.2,Regular
170,68,10729.25,São Paulo,A,7.3,Bom
171,44,8711.31,Rio de Janeiro,A,2.8,Regular
172,35,,Vitória,A,9.7,Regular
173,40,7166.53,Belo Horizonte,B,1.0,Bom
174,22,11924.64,Belo Horizonte,B,9.5,Bom
175,22,4960.88,São Paulo,A,0.0,Ruim
176,37,9048.46,São Paulo,A,0.9,Bom
177,51,5891.43,Rio de Janeiro,A,7.7,Bom
178,,2443.6,Belo Horizonte,A,4.1,Ruim
179,58,11744.32,Rio de Janeiro,B,4.0,Regular
180,30,4061.83,São Paulo,B,7.0,Bom
181,23,8446.15,Belo Horizonte,B,9.8,Bom
182,34,8610.97,Vitória,B,8.2,Bom
183,27,6728.55,Belo Horizonte,A,2.0,Ruim
184,35,3092.99,São Paulo,B,9.1,Bom
185,50,5878.68,Rio de Janeiro,B,0.6,Bom
186,30,5116.57,Vitória,A,5.1,Regular
187,56,2645.75,Rio de Janeiro,B,0.0,Ruim
188,53,11680.45,São Paulo,A,8.5,Regular
189,58,3364.77,Vitória,A,0.6,Bom
190,31,9552.75,São Paulo,B,0.4,Bom
191,34,11426.94,Belo Horizonte,A,6.5,Bom
192,65,12714.57,Belo Horizonte,A,4.9,Regular
193,18,6543.41,Rio de Janeiro,A,7.8,Regular
194,56,2329.43,Rio de Janeiro,B,7.6,Ruim
195,58,3325.75,Belo Horizonte,B,2.4,Ruim
196,21,4413.48,Belo Horizonte,B,0.4,Ruim
197,69,7376.53,Belo Horizonte,A,4.7,Bom
198,56,8855.35,São Paulo,A,2.3,Regular
199,25,1680.53,Rio de Janeiro,B,2.1,Ruim
200,35,10088.3,São Paulo,A,3.9,Bom
201,23,4411.65,Vitória,A,1.6,Ruim
202,66,12857.21,São Paulo,A,3.1,Regular
203,57,4886.85,Belo Horizonte,A,2.8,Regular
204,25,3236.0,São Paulo,A,3.1,Bom
205,45,9415.01,Vitória,A,4.2,Ruim
206,57,5386.5,Rio de Janeiro,A,8.3,Bom
207,57,3202.18,Rio de Janeiro,A,6.6,Regular
208,16,1929.1,São Paulo,A,6.2,Bom
209,17,1320.93,Belo Horizonte,A,4.9,Regular
210,32,3270.88,Rio de Janeiro,A,6.7,Ruim
211,35,9582.46,Belo Horizonte,A,2.7,Regular
212,20,8772.89,Vitória,B,6.2,Regular
213,50,8893.01,São Paulo,A,8.7,Ruim
214,33,5197.35,Belo Horizonte,B,8.8,Regular
215,37,11647.86,Vitória,A,6.2,Ruim
216,43,4376.53,Vitória,B,9.7,Ruim
217,59,8966.16,Rio de Janeiro,A,5.8,Bom
218,44,7693.92,Belo Horizonte,B,3.5,Ruim
219,64,4173.01,Vitória,B,1.0,Regular
220,39,6627.53,São Paulo,A,9.5,Bom
221,37,11480.73,São Paulo,B,1.3,Regular
222,46,7754.93,Belo Horizonte,A,2.9,Ruim
223,38,12027.11,Vitória,A,0.4,Bom
224,32,4979.15,Belo Horizonte,B,5.0,Ruim
225,60,3666.85,Rio de Janeiro,A,3.9,Bom
226,26,10313.6,Vitória,B,5.2,Bom
