id,idade,renda,cidade,categoria,nota,feedback,cidade_Belo Horizonte,cidade_Rio de Janeiro,cidade_São Paulo,cidade_Vitória,cidade_nan,feedback_Bom,feedback_Regular,feedback_Ruim,feedback_nan
1,-0.28128236346375685,-0.5943849424547201,Belo Horizonte,A,-0.1588112258306067,Bom,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2,1.2908861900314468,0.6603029882918604,Belo Horizonte,B,0.15064754310614298,Ruim,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
3,1.1022259636120224,0.5063717171805902,São Paulo,B,0.013110312467587494,Ruim,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
4,1.1022259636120224,0.37961821395689055,Rio de Janeiro,A,-1.0871875326408555,Bom,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
5,0.5991320264935572,-1.045391527110921,Vitória,B,0.18503185076578169,Bom,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
6,-1.2874702377006872,0.08452003595112444,Rio de Janeiro,B,-0.8808816866830224,Regular,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
7,-1.53901720625992,-1.3459218350828779,Belo Horizonte,A,-0.6745758407251893,Ruim,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
8,1.353772932171255,-0.8709585301923786,Belo Horizonte,A,-0.537038610086634,Regular,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
9,-1.224583495560879,-0.3098286343150647,Vitória,A,-0.19319553349024543,Regular,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
10,-1.664790690539536,0.32072354016903515,Belo Horizonte,A,-1.155956147960133,Regular,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
11,0.22181157365470833,-1.0954875197980767,São Paulo,A,-0.1588112258306067,Ruim,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
12,0.09603808937509202,-0.5117332590930879,Belo Horizonte,B,-1.396646301577605,Bom,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
13,-0.5957160741627976,-0.6719582690202281,São Paulo,A,-0.3307327641288009,Bom,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
14,1.6053199007304875,1.457664918481445,São Paulo,A,-1.396646301577605,Ruim,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
15,0.5362452843537491,-1.1530184550755123,Belo Horizonte,A,1.5260198494916966,Bom,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
16,-1.2874702377006872,0.3010063919566691,São Paulo,B,0.5976435426814478,Bom,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
17,0.41047180007413275,-0.29558641121043,Vitória,B,1.594788464810974,Bom,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
18,-1.601903948399728,-0.8583938766361263,São Paulo,B,0.0011543476214693064,Regular,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
19,0.09603808937509202,0.9922221060789596,São Paulo,B,1.594788464810974,Bom,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
20,-0.8472630427220301,0.6160413999013753,Belo Horizonte,A,-0.43388568710771735,Bom,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
21,-0.9101497848618383,0.41757750450319736,Rio de Janeiro,B,-0.9840346096619389,Regular,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
22,-0.7843763005822221,-1.3910735624174029,São Paulo,B,-0.7777287637041058,Regular,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
23,0.6620187686333654,0.7996439691473006,Vitória,B,-0.3307327641288009,Bom,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
24,0.15892483151490017,1.4000740700058532,Rio de Janeiro,B,0.18503185076578169,Bom,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
25,0.2846983157945165,-1.155780168209584,São Paulo,B,0.3569533890639759,Ruim,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
26,-0.5328293320229894,0.8082001444459382,São Paulo,A,1.182176772895308,Regular,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
27,-0.7214895584424139,0.013388804692159507,Rio de Janeiro,B,-1.4310306092372438,Bom,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
28,0.0061182976373441045,1.4683152027061248,Rio de Janeiro,A,-1.362261993917966,Regular,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
29,-0.40705584774337317,0.4216915441099448,Belo Horizonte,A,1.6291727724706127,Regular,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
30,0.22181157365470833,-0.0327814470110262,Belo Horizonte,B,0.8383336962989197,Bom,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
31,-1.53901720625992,1.3033456380868758,Belo Horizonte,A,1.1134081575760302,Bom,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
32,-0.40705584774337317,1.0857180783069211,São Paulo,B,0.11626323544650395,Regular,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
33,-1.0988100112812627,-0.11448593123989806,Belo Horizonte,A,1.0446395422567527,Bom,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
34,0.0061182976373441045,0.9626934584161052,Rio de Janeiro,A,0.013110312467587494,Regular,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
35,-0.7843763005822221,0.49165589450957536,Vitória,B,0.21941615842542042,Regular,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
36,1.416659674311063,0.37244004221585275,Rio de Janeiro,B,1.3884826188531412,Ruim,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
37,0.3475850579343246,-0.0426300355841829,Rio de Janeiro,B,0.735180773320003,Ruim,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
38,1.6682066428702957,1.0536445462271329,Vitória,B,0.0011543476214693064,Regular,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
39,0.8506789950527898,0.556276558235532,Rio de Janeiro,B,1.6291727724706127,Regular,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
40,-0.15550887918414055,1.5793800070411257,Rio de Janeiro,A,1.4228669265127798,Ruim,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
41,-1.0988100112812627,0.891411017657031,São Paulo,A,-1.602952147535438,Regular,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
