id,idade,renda,nota,cidade_Belo Horizonte,cidade_Desconhecido,cidade_Rio de Janeiro,cidade_Salvador,cidade_Sao Paulo,categoria_A,categoria_B,feedback_Bom,feedback_Regular,feedback_Ruim
1,-0.7925757898527358,-0.9698947480618235,0.9095528351145467,False,False,False,False,True,True,False,True,False,False
2,0.6572579720729999,0.22720456314798365,-0.2851312740551737,False,False,True,False,False,False,True,False,True,False
3,-0.8892313739811182,-0.9698947480618235,-1.4798153832248941,True,False,False,False,False,True,False,True,False,False
4,1.6238138133568236,0.6876273751517556,0.1130967623347331,False,False,False,True,False,False,True,False,False,True
5,0.173980051431088,-0.14113368645503394,1.3077808715044534,False,False,False,False,True,True,False,True,False,False
6,-1.4691648787514124,-1.2461484352640866,0.1130967623347331,False,True,False,False,False,False,True,False,False,True
7,-0.30929786921082386,-0.4173873736572971,-0.44442248861113653,False,False,True,False,False,False,True,False,True,False
8,-0.01933111682567675,0.22720456314798365,0.670616013280602,True,False,False,False,False,True,False,True,False,False
9,-0.8892313739811182,-0.6936410608595603,-0.20548566677719263,False,False,False,True,False,False,True,False,True,False
10,1.1405358927149118,0.5034582503502468,1.068844049670509,False,False,False,False,True,True,False,True,False,False
11,0.173980051431088,-0.6936410608595603,1.4670720860604156,False,False,False,False,True,True,False,True,False,False
12,0.7539135562013822,0.5955428127510012,-1.0815873468349873,False,False,True,False,False,False,True,False,True,False
13,1.1405358927149118,0.6876273751517556,-0.6833593104450805,False,False,False,True,False,True,False,False,False,True
14,-0.6959202057243534,0.04303543834647486,0.5113247987246399,True,False,False,False,False,False,True,True,False,False
15,-0.01933111682567675,-0.14113368645503394,0.352033584168677,False,False,False,False,True,True,False,True,False,False
16,-1.082542542237883,-0.9698947480618235,-1.5594609905028751,False,True,False,False,False,False,True,False,True,False
17,-0.2126422850824415,-0.37134509245691993,1.2281352642264725,False,False,True,False,False,True,False,True,False,False
18,0.2706356355594704,0.22720456314798365,0.27238797689069594,False,False,False,True,False,False,True,False,False,True
19,0.07732446730270563,0.4113736879494924,-0.9222961322790244,True,False,False,False,False,True,False,True,False,False
20,-0.9858869581095006,-0.6015564984588059,0.1130967623347331,False,False,False,False,True,False,True,False,True,False
21,-1.5658204628797947,-1.2001061540637095,-2.037334634170764,False,False,True,False,False,True,False,False,False,True
22,1.6238138133568236,2.0688958111630713,1.7060089078943603,False,False,False,True,False,True,False,True,False,False
23,0.8505691403297646,1.1480501871555275,-0.04619445222122976,True,False,False,False,False,False,True,False,True,False
24,2.1070917339987356,3.2659951223728787,1.3874264787824346,False,False,False,False,True,True,False,True,False,False
25,-0.40595345333920624,-0.04904912405427953,-0.3647768813331548,False,False,True,False,False,False,True,False,False,True
26,-0.9858869581095006,-0.9698947480618235,-1.8780434196148008,False,True,False,False,False,True,False,True,False,False
27,-1.2758537104946477,-1.172480785343483,-0.12584005949921084,False,False,False,False,True,False,True,False,True,False
28,1.9137805657419709,3.4501642471743876,0.7502616205585846,False,False,False,True,False,True,False,True,False,False
29,-0.599264621595971,0.22720456314798365,0.19274236961271418,True,False,False,False,False,False,True,True,False,False
30,0.173980051431088,0.0,-0.20548566677719263,False,False,False,False,True,True,False,False,True,False
31,0.07732446730270563,0.5034582503502468,-1.0815873468349873,False,False,True,False,False,False,True,False,False,True
32,1.4305026451000589,-0.14113368645503394,1.6263633006163791,True,False,False,False,False,True,False,True,False,False
33,-1.37250929462303,-1.1540638728633323,-2.4355626705606706,False,False,False,False,True,False,True,False,True,False
34,-0.9858869581095006,-0.7857256232603147,0.1130967623347331,False,False,True,False,False,True,False,True,False,False
35,-0.11598670095405914,-0.4173873736572971,0.352033584168677,False,False,False,True,False,False,True,False,True,False
36,-0.01933111682567675,0.04303543834647486,-0.5240680958891176,False,False,False,False,True,False,True,False,False,True
37,0.46394680381623515,-0.23321824885578832,0.670616013280602,True,False,False,False,False,True,False,True,False,False
38,2.0104361498703534,1.0559656247547733,-0.6833593104450805,False,False,True,False,False,False,True,False,True,False
39,-1.1791981263662652,-1.108021591662955,-1.1612329541129685,False,True,False,False,False,True,False,False,False,True
40,0.3672912196878528,-0.3253028112565427,0.5113247987246399,False,False,False,False,True,False,True,True,False,False
41,-0.5026090374675887,-0.04904912405427953,0.27238797689069594,False,False,True,False,False,True,False,False,True,False
42,1.3338470609716766,0.77971193755251,1.1484896569484913,False,False,False,True,False,False,True,False,False,True
43,-0.9858869581095006,-0.6936410608595603,1.5467176933383981,True,False,False,False,False,True,False,True,False,False
44,0.6572579720729999,0.6876273751517556,-0.8426505250010433,False,True,False,False,False,False,True,False,True,False
45,-1.7591316311365595,-1.172480785343483,-1.5594609905028751,False,False,False,False,True,True,False,True,False,False
46,-0.01933111682567675,-0.23321824885578832,-0.3647768813331548,False,False,True,False,False,False,True,False,False,True
47,1.0438803085865294,1.240134749556282,0.9095528351145467,True,False,False,False,False,True,False,True,False,False
48,-0.9858869581095006,-0.6936410608595603,-0.12584005949921084,False,False,False,True,False,False,True,False,True,False
49,-0.2126422850824415,-0.4173873736572971,0.590970406002621,False,False,False,False,True,True,False,True,False,False
50,0.2706356355594704,-0.04904912405427953,0.19274236961271418,False,False,True,False,False,False,True,False,False,True
