id,idade,renda,cidade,categoria,nota,feedback
1,80,16144.43,Vitória,A,5.4,Bom
2,23,21789.92,Belo Horizonte,B,7.2,Bom
3,23,33832.61,Vitória,A,6.5,Bom
4,57,14540.81,São Paulo,B,9.1,Bom
5,59,7329.23,São Paulo,B,5.6,Bom
6,71,5373.65,São Paulo,B,5.2,Bom
7,41,20266.06,Belo Horizonte,B,9.2,Bom
8,40,33323.32,Vitória,B,6.1,Bom
9,24,31285.9,Vitória,A,8.3,Bom
10,66,42973.59,Belo Horizonte,B,5.8,Bom
11,21,8770.36,Vitória,A,7.7,Bom
12,16,8182.32,Belo Horizonte,B,7.4,Bom
13,78,31980.76,Vitória,A,7.2,Bom
14,41,34318.83,São Paulo,A,7.1,Bom
15,75,34032.35,Vitória,A,7.0,Bom
16,66,4712.9,Belo Horizonte,B,5.7,Bom
17,72,12408.02,Belo Horizonte,B,6.3,Bom
18,57,40755.2,São Paulo,A,5.4,Bom
19,57,44219.37,Vitória,B,5.4,Bom
20,72,24866.3,,A,8.3,Bom
21,36,,Vitória,A,9.4,
22,67,29783.7,Rio de Janeiro,A,6.9,Bom
23,79,35873.17,São Paulo,A,7.4,Bom
24,81,35182.9,Vitória,A,7.5,Bom
25,60,41894.79,Belo Horizonte,A,5.3,Bom
26,53,2082.2,Rio de Janeiro,A,6.5,Bom
27,44,34339.52,Vitória,B,5.7,Bom
28,22,25424.43,Rio de Janeiro,A,5.8,Bom
29,39,11161.77,Belo Horizonte,B,8.0,Bom
30,63,15273.13,São Paulo,B,9.5,Bom
31,64,8496.48,São Paulo,B,8.9,Bom
32,82,24594.78,Rio de Janeiro,B,6.6,Bom
33,76,5491.0,Belo Horizonte,B,6.1,Bom
34,48,42772.9,Belo Horizonte,A,7.3,Bom
35,17,19317.81,Vitória,B,9.5,Bom
36,28,32038.65,Vitória,B,6.9,Bom
37,63,9299.9,Rio de Janeiro,B,9.3,Bom
38,53,41267.4,Belo Horizonte,A,7.8,Bom
39,35,33996.53,Vitória,A,6.5,Bom
40,17,24428.57,Vitória,A,10.0,Bom
41,34,35151.03,São Paulo,B,9.9,Bom
42,55,22932.87,Rio de Janeiro,A,5.4,Bom
43,75,44468.74,Belo Horizonte,A,5.1,Bom
44,36,4393.76,Vitória,B,7.1,Bom
45,46,43891.54,Rio de Janeiro,,8.0,
46,21,26583.66,Vitória,B,7.8,Bom
47,16,44969.94,Rio de Janeiro,A,9.4,Bom
48,64,19320.74,Rio de Janeiro,B,7.5,Bom
49,38,23050.22,Vitória,A,9.3,Bom
50,24,9089.0,Vitória,A,9.4,Bom
51,61,14764.36,Rio de Janeiro,B,6.6,Bom
52,26,2706.64,Vitória,A,9.5,Bom
53,60,30637.73,Rio de Janeiro,B,7.6,Bom
54,79,5963.68,,A,5.9,Bom
55,60,37562.15,São Paulo,A,7.3,Bom
56,32,44247.46,Rio de Janeiro,B,8.0,Bom
57,25,45136.19,Rio de Janeiro,B,9.7,Bom
58,74,9572.82,Vitória,A,5.3,Bom
59,69,13818.16,Belo Horizonte,B,7.3,
60,65,24559.1,Belo Horizonte,A,10.0,Bom
61,,45331.13,Rio de Janeiro,A,6.3,Bom
62,31,23470.47,São Paulo,B,9.8,Bom
63,18,15710.93,Rio de Janeiro,A,7.5,Bom
64,79,10977.12,São Paulo,A,5.0,Bom
65,44,17957.21,São Paulo,B,6.8,Bom
66,75,46161.46,Rio de Janeiro,B,5.7,Bom
67,46,9728.38,Belo Horizonte,B,6.3,Bom
68,43,24401.38,São Paulo,B,7.6,Bom
69,22,15091.3,Belo Horizonte,B,5.9,Bom
70,57,33121.16,Vitória,A,8.7,Bom
71,46,40734.1,Belo Horizonte,B,5.1,Bom
72,34,18608.82,Rio de Janeiro,B,9.2,Bom
73,18,17858.2,São Paulo,A,,
74,27,18625.25,Belo Horizonte,A,6.6,Bom
75,51,37829.24,Rio de Janeiro,B,8.5,Bom
76,77,17554.44,Vitória,A,6.1,Bom
77,38,20980.21,Belo Horizonte,B,9.4,Bom
78,51,2045.66,Belo Horizonte,B,9.1,Bom
79,77,36331.88,Rio de Janeiro,B,7.1,Bom
80,23,24530.44,Rio de Janeiro,A,7.6,Bom
81,28,8668.23,Belo Horizonte,B,7.8,Bom
82,34,29835.63,São Paulo,B,9.0,Bom
83,61,27142.01,São Paulo,B,8.1,Bom
84,19,44937.27,São Paulo,B,9.6,Bom
85,16,9759.03,Vitória,B,5.2,Bom
86,28,33315.52,Belo Horizonte,A,9.8,Bom
87,21,10922.58,Belo Horizonte,B,5.2,Bom
88,51,12920.84,Rio de Janeiro,B,7.8,Bom
89,80,19470.22,São Paulo,B,6.2,Bom
90,82,42491.83,Rio de Janeiro,B,5.2,Bom
91,95,959.46,Vitória,B,2.5,Bom
92,72,32688.02,Vitória,B,9.3,Bom
93,74,41924.92,Belo Horizonte,A,,
94,64,27270.5,São Paulo,B,7.3,Bom
95,81,36035.48,Belo Horizonte,B,7.0,Bom
96,34,19954.42,São Paulo,A,7.8,Bom
97,66,2579.93,Rio de Janeiro,B,9.0,Bom
98,37,33628.6,Vitória,A,6.1,Bom
99,74,16555.63,Belo Horizonte,A,5.7,Bom
100,28,36050.98,Vitória,B,9.7,Bom
101,24,16828.33,Rio de Janeiro,A,7.7,Bom
102,21,34133.33,,B,8.9,Bom
103,38,30187.17,Vitória,A,5.1,Bom
104,73,31695.86,São Paulo,B,8.3,Bom
105,20,20122.67,Vitória,B,8.5,Bom
106,39,42015.99,Rio de Janeiro,B,9.1,Bom
107,49,31812.54,Vitória,A,6.5,Bom
108,37,16643.21,Belo Horizonte,A,10.0,Bom
109,68,37682.91,Vitória,B,9.6,Bom
110,40,36360.2,Vitória,A,7.2,Bom
111,20,40232.68,Rio de Janeiro,B,5.9,Bom
112,68,41996.0,Rio de Janeiro,B,8.9,Bom
113,54,11622.0,Vitória,,5.3,
114,70,43433.17,Rio de Janeiro,A,6.0,Bom
115,66,43842.78,São Paulo,B,6.9,Bom
116,46,6753.19,Vitória,A,7.6,Bom
117,45,28262.63,Rio de Janeiro,B,6.0,Bom
118,19,4044.19,Rio de Janeiro,A,8.0,Bom
119,69,16061.0,Rio de Janeiro,A,7.9,Bom
120,53,18819.95,Belo Horizonte,A,8.5,Bom
121,17,11743.4,Belo Horizonte,B,8.3,Bom
122,81,17706.12,Rio de Janeiro,A,8.0,Bom
123,27,29614.13,Belo Horizonte,B,9.1,Bom
124,63,29135.16,Rio de Janeiro,A,8.4,Bom
125,32,,Rio de Janeiro,B,6.6,
126,56,33178.99,Rio de Janeiro,A,8.6,Bom
127,63,30568.16,Belo Horizonte,A,6.5,Bom
128,73,7597.89,Rio de Janeiro,A,6.3,Bom
129,35,19570.06,Belo Horizonte,A,5.9,Bom
130,82,45635.25,São Paulo,B,5.3,Bom
131,66,2997.53,São Paulo,B,9.1,Bom
132,11,60092.31,Vitória,A,2.7,Bom
133,39,43439.41,São Paulo,B,5.6,Bom
134,61,43485.04,Rio de Janeiro,A,7.6,Bom
135,54,19984.74,São Paulo,B,9.1,Bom
136,30,45626.58,Belo Horizonte,B,5.4,Bom
137,78,11124.86,Rio de Janeiro,A,6.3,Bom
138,76,21368.83,Belo Horizonte,A,5.4,Bom
139,71,8423.78,Rio de Janeiro,B,5.4,Bom
140,57,1951.86,Belo Horizonte,B,9.5,Bom
141,80,6635.03,São Paulo,A,8.0,Bom
142,78,32970.43,Vitória,A,5.3,Bom
143,80,12204.74,São Paulo,A,5.8,Bom
144,48,32941.79,Rio de Janeiro,B,8.5,Bom
145,70,26993.43,Vitória,B,9.7,Bom
146,41,20157.1,Rio de Janeiro,A,5.9,Bom
147,30,22562.55,Rio de Janeiro,A,5.2,Bom
148,69,38523.93,Vitória,B,5.0,Bom
149,42,44112.98,,B,8.6,
150,35,30670.14,Rio de Janeiro,A,7.5,Bom
151,53,7449.16,Rio de Janeiro,A,7.4,Bom
152,67,24283.51,Vitória,B,9.5,Bom
153,17,9016.01,Vitória,A,7.2,Bom
154,55,3541.46,Belo Horizonte,B,6.4,Bom
155,19,27756.27,Rio de Janeiro,B,8.5,Bom
156,62,29947.65,Rio de Janeiro,A,7.3,Bom
157,46,27155.37,Vitória,A,9.3,Bom
158,47,23467.84,Rio de Janeiro,B,9.6,Bom
159,47,44002.69,Vitória,B,8.3,Bom
160,59,1684.93,Vitória,A,7.7,Bom
161,49,16798.46,Vitória,B,8.7,Bom
162,54,34742.06,Rio de Janeiro,A,6.0,Bom
163,48,22162.66,Belo Horizonte,B,5.4,Bom
164,81,6775.24,Belo Horizonte,A,,
165,49,40978.59,São Paulo,B,8.2,Bom
166,17,31023.28,São Paulo,B,8.9,Bom
167,19,4780.22,Belo Horizonte,A,8.1,Bom
168,79,15102.35,Vitória,B,5.4,Bom
169,51,46158.7,Vitória,A,8.6,Bom
170,81,10917.93,Vitória,A,9.1,Bom
171,56,27451.43,São Paulo,B,8.5,Bom
172,80,30944.68,Rio de Janeiro,A,7.7,Bom
173,61,17610.98,Rio de Janeiro,B,6.8,Bom
174,39,28497.41,Rio de Janeiro,A,7.5,Bom
175,58,29943.88,Rio de Janeiro,B,8.4,Bom
176,65,45112.01,Belo Horizonte,A,6.5,Bom
177,56,38445.37,Belo Horizonte,A,9.0,Bom
178,58,9608.26,Rio de Janeiro,A,8.2,Bom
179,59,27226.97,Vitória,A,6.1,Bom
180,29,12955.39,Rio de Janeiro,B,6.2,Bom
181,28,,Rio de Janeiro,A,5.6,
182,62,12399.07,Belo Horizonte,A,7.6,Bom
183,41,5407.87,Vitória,A,7.7,Bom
184,31,25002.11,Vitória,B,5.3,Bom
185,72,37214.56,Belo Horizonte,B,7.6,Bom
186,37,43681.43,Vitória,B,5.8,Bom
187,20,,Vitória,B,6.4,
188,70,32067.05,Rio de Janeiro,B,8.3,Bom
189,57,27170.18,Belo Horizonte,A,9.9,Bom
190,28,29349.16,Belo Horizonte,B,,
191,71,15427.71,Belo Horizonte,A,9.1,Bom
192,71,39388.83,Rio de Janeiro,A,6.7,Bom
193,68,5898.89,São Paulo,B,7.4,Bom
194,36,10569.83,Vitória,A,8.9,Bom
195,63,6488.81,Vitória,B,9.4,Bom
196,51,45332.61,Belo Horizonte,A,5.3,Bom
197,62,30763.2,Vitória,A,9.0,Bom
198,22,29647.33,Rio de Janeiro,B,6.8,Bom
199,61,27031.46,Rio de Janeiro,A,6.7,Bom
200,47,,Belo Horizonte,B,8.3,
201,58,42193.0,Vitória,A,8.9,Bom
202,60,9213.41,Vitória,A,9.8,Bom
203,81,15554.91,,A,8.2,Bom
204,40,15971.1,Vitória,A,9.3,Bom
205,119,491.84,Belo Horizonte,A,2.4,Bom
206,60,21911.6,São Paulo,B,9.2,Bom
207,59,36188.69,Rio de Janeiro,B,8.1,Bom
208,43,9011.62,Belo Horizonte,A,6.4,Bom
209,16,35264.0,São Paulo,A,6.7,Bom
210,36,1716.24,Rio de Janeiro,A,7.9,Bom
211,80,31824.97,Vitória,A,7.9,Bom
212,48,31398.91,Belo Horizonte,B,8.1,Bom
213,30,29861.17,São Paulo,B,9.8,Bom
214,43,16296.21,Rio de Janeiro,A,9.3,Bom
215,75,7084.06,Vitória,A,7.0,Bom
216,41,31072.37,Vitória,B,8.0,Bom
217,44,11071.84,São Paulo,A,6.5,Bom
218,66,14399.06,São Paulo,B,9.5,Bom
219,20,11354.09,Vitória,B,9.7,Bom
220,66,27544.03,Rio de Janeiro,B,8.2,Bom
221,53,7695.25,Vitória,B,6.5,Bom
222,32,11287.72,Rio de Janeiro,B,5.2,Bom
223,27,23803.36,Vitória,B,6.0,Bom
224,62,35900.23,Vitória,A,7.8,Bom
225,44,8194.0,Rio de Janeiro,A,5.1,Bom
226,39,43469.58,Belo Horizonte,A,7.7,Bom
227,72,27108.37,Belo Horizonte,A,7.5,Bom
228,51,41561.05,São Paulo,B,7.7,Bom
229,32,27143.9,Rio de Janeiro,A,5.3,Bom
230,66,20947.43,Vitória,B,6.3,Bom
231,30,17498.47,São Paulo,B,5.9,Bom
232,22,5350.78,São Paulo,B,9.5,Bom
233,22,36908.7,Vitória,B,8.9,Bom
234,29,30493.62,Belo Horizonte,A,9.7,Bom
235,48,26807.9,Vitória,B,6.8,Bom
236,62,42193.07,Belo Horizonte,A,5.2,Bom
237,67,9028.8,São Paulo,A,6.9,Bom
238,41,7190.64,Vitória,A,7.6,Bom
239,76,28981.2,Rio de Janeiro,A,6.5,Bom
240,31,11775.15,Belo Horizonte,A,6.6,Bom
241,18,22242.26,São Paulo,,9.6,
242,34,29788.81,Vitória,B,6.7,Bom
243,29,42353.03,São Paulo,A,8.3,Bom
244,19,38205.88,Vitória,B,9.3,Bom
245,53,16699.79,Belo Horizonte,B,5.3,Bom
246,69,8098.68,Vitória,A,9.5,Bom
247,32,36055.11,Belo Horizonte,A,9.4,Bom
248,52,17509.56,,B,9.5,Bom
249,22,25129.4,São Paulo,A,5.5,Bom
250,68,30276.44,Belo Horizonte,B,5.6,Bom
251,19,9946.51,Rio de Janeiro,A,6.5,Bom
252,69,22881.49,São Paulo,B,7.0,Bom
253,44,7718.94,Vitória,B,7.9,Bom
254,21,6841.21,Vitória,B,7.9,Bom
255,72,,Vitória,A,7.5,
256,80,28230.29,Belo Horizonte,A,9.9,Bom
257,11,1210.11,Rio de Janeiro,A,1.1,Bom
258,39,32927.29,Belo Horizonte,A,8.2,Bom
259,65,40522.64,Rio de Janeiro,A,6.1,Bom
260,26,24370.8,Belo Horizonte,A,7.6,Bom
261,66,33618.46,São Paulo,B,8.7,Bom
262,43,44354.62,Vitória,A,8.9,Bom
263,60,17141.82,Vitória,A,6.7,Bom
264,31,36764.31,Rio de Janeiro,B,9.3,Bom
265,31,36867.21,Vitória,A,7.4,Bom
266,78,11083.86,,B,5.9,Bom
267,47,9059.49,São Paulo,A,7.5,Bom
268,59,6363.73,Rio de Janeiro,B,8.0,Bom
269,29,12789.4,Rio de Janeiro,B,5.3,Bom
270,64,45805.31,São Paulo,A,7.8,Bom
271,68,6152.73,Vitória,B,5.5,Bom
272,19,33326.66,São Paulo,,5.6,
273,70,14870.43,Belo Horizonte,B,6.7,Bom
274,74,12232.57,Vitória,B,8.4,Bom
275,26,10351.04,Rio de Janeiro,B,6.0,Bom
276,43,31853.55,Vitória,B,7.9,Bom
277,72,27921.26,Vitória,B,9.1,Bom
278,51,13178.4,,A,7.9,Bom
279,33,,Rio de Janeiro,A,6.1,
280,65,37000.19,São Paulo,B,9.9,Bom
281,52,6926.22,Vitória,B,6.9,Bom
282,74,13343.05,São Paulo,B,6.5,Bom
283,18,20896.92,São Paulo,A,8.1,Bom
284,31,28354.78,Belo Horizonte,B,6.5,Bom
285,25,23519.74,São Paulo,B,9.2,Bom
286,38,33848.39,Vitória,A,6.4,Bom
287,39,15510.18,Belo Horizonte,A,7.6,Bom
288,69,22043.32,Belo Horizonte,A,6.5,Bom
289,52,36224.48,Rio de Janeiro,B,9.6,Bom
290,71,12792.53,Rio de Janeiro,A,8.4,Bom
291,33,33616.2,Rio de Janeiro,B,5.6,Bom
292,81,19448.62,Rio de Janeiro,A,5.1,Bom
293,17,37930.88,Belo Horizonte,A,5.7,Bom
294,77,33503.52,Rio de Janeiro,A,8.7,Bom
295,25,34424.58,Rio de Janeiro,A,9.1,Bom
296,13,73869.81,Belo Horizonte,B,4.5,Bom
297,43,45963.45,Rio de Janeiro,B,7.9,Bom
298,69,23246.79,São Paulo,A,7.0,Bom
299,30,44873.94,Belo Horizonte,A,8.5,Bom
300,42,28263.88,São Paulo,A,8.1,Bom
301,35,34397.45,Belo Horizonte,A,9.1,Bom
302,77,30078.12,Vitória,B,7.9,Bom
303,78,16597.21,Belo Horizonte,B,9.7,Bom
304,40,21298.71,Rio de Janeiro,B,6.3,Bom
305,77,15302.7,Vitória,A,7.8,Bom
306,36,7612.21,Rio de Janeiro,B,6.0,Bom
307,59,30919.24,Vitória,A,9.6,Bom
308,64,16450.53,São Paulo,B,8.2,Bom
309,17,6739.93,Vitória,B,6.0,Bom
310,62,18254.18,Belo Horizonte,A,5.7,Bom
311,45,9649.26,Rio de Janeiro,B,7.7,Bom
312,53,13060.59,Belo Horizonte,A,7.1,Bom
313,75,28621.74,Vitória,B,9.4,Bom
314,29,18561.49,Belo Horizonte,B,8.8,Bom
315,21,42319.79,Belo Horizonte,A,9.6,Bom
316,26,44186.76,Vitória,A,6.0,Bom
317,55,4489.54,São Paulo,B,6.0,Bom
318,23,30204.58,,B,9.2,Bom
319,69,23205.41,Rio de Janeiro,B,5.6,Bom
320,41,22143.25,São Paulo,B,7.8,Bom
321,51,18330.09,Vitória,A,5.5,Bom
322,44,29469.14,São Paulo,A,8.3,Bom
323,28,45399.68,Vitória,A,9.8,Bom
324,56,27976.43,São Paulo,A,,
325,,25730.86,Vitória,A,5.2,Bom
326,26,5407.21,Belo Horizonte,A,5.2,Bom
327,59,2810.46,Belo Horizonte,A,6.3,Bom
328,32,25319.07,São Paulo,B,5.0,Bom
329,41,7666.25,Belo Horizonte,A,9.8,Bom
330,32,22412.68,Rio de Janeiro,B,5.0,Bom
331,82,24063.09,Vitória,B,8.9,Bom
332,27,26188.41,Vitória,A,9.4,Bom
333,16,41877.75,Vitória,B,6.9,Bom
334,26,28375.99,São Paulo,B,9.6,Bom
335,23,10166.45,Vitória,A,8.6,Bom
336,51,14424.12,Belo Horizonte,B,7.9,Bom
337,69,35183.08,Belo Horizonte,B,5.5,Bom
338,63,18853.68,Vitória,B,6.0,Bom
339,33,45785.66,Vitória,,5.3,
340,34,30644.85,Vitória,A,7.2,Bom
341,45,18870.26,Belo Horizonte,B,6.4,Bom
342,35,13514.89,São Paulo,B,8.2,Bom
343,55,35041.3,São Paulo,B,9.1,
344,30,44254.26,São Paulo,A,5.9,Bom
345,74,38630.01,Vitória,,5.4,
346,81,35517.98,São Paulo,A,7.1,Bom
347,71,39749.37,Vitória,A,7.7,Bom
348,39,26846.63,Rio de Janeiro,B,6.3,Bom
349,81,6905.21,Vitória,A,8.7,Bom
350,46,18874.01,São Paulo,A,5.9,Bom
351,23,29060.46,Rio de Janeiro,A,5.2,Bom
352,80,26893.57,Vitória,B,9.5,Bom
353,79,24605.71,São Paulo,A,6.2,Bom
354,69,30951.17,Belo Horizonte,B,6.3,Bom
355,56,,Vitória,B,9.3,
356,53,28142.14,Belo Horizonte,B,9.4,Bom
357,53,42381.7,São Paulo,B,7.2,Bom
358,80,20098.76,Rio de Janeiro,A,7.2,Bom
359,27,2644.17,São Paulo,B,9.0,Bom
360,38,12301.51,Belo Horizonte,A,8.1,Bom
361,29,9433.51,Vitória,A,8.8,Bom
362,46,30146.59,São Paulo,B,5.7,Bom
363,59,4684.21,São Paulo,B,6.9,Bom
364,44,23838.02,Rio de Janeiro,B,9.0,Bom
365,75,10468.09,Vitória,B,9.0,Bom
366,47,26613.64,Rio de Janeiro,B,8.7,Bom
367,81,21691.05,Vitória,A,9.7,Bom
368,74,31068.81,Vitória,B,6.5,Bom
369,67,23641.08,Vitória,B,7.3,Bom
370,80,19438.39,Vitória,A,7.3,Bom
371,42,13627.72,Vitória,B,5.1,Bom
372,17,,Vitória,B,9.8,
373,38,6102.92,São Paulo,B,8.7,Bom
374,17,22391.18,Rio de Janeiro,B,9.9,Bom
375,58,32138.61,Belo Horizonte,B,5.0,Bom
376,71,45731.39,São Paulo,B,7.3,Bom
377,22,6659.29,Rio de Janeiro,A,6.8,Bom
378,61,6245.88,São Paulo,B,9.1,Bom
379,30,27182.88,Belo Horizonte,A,6.6,Bom
380,31,40008.26,Rio de Janeiro,,6.5,
381,46,8887.54,Rio de Janeiro,,8.3,
382,45,3333.94,São Paulo,A,8.8,Bom
383,80,44288.5,Rio de Janeiro,A,7.9,Bom
384,39,3506.62,Belo Horizonte,A,7.1,Bom
385,51,2274.91,São Paulo,A,9.4,Bom
386,30,45728.15,Vitória,A,8.9,Bom
387,18,45875.95,Rio de Janeiro,B,5.8,Bom
388,45,8010.93,São Paulo,A,7.3,Bom
389,65,38481.95,Vitória,B,7.7,Bom
390,20,38240.17,Vitória,B,5.6,Bom
391,55,9131.2,Belo Horizonte,A,7.8,Bom
392,17,27050.81,Vitória,B,8.3,Bom
393,47,29298.67,São Paulo,B,5.3,Bom
394,63,2522.89,São Paulo,A,9.8,Bom
395,39,8106.51,Rio de Janeiro,A,8.9,Bom
396,39,28257.34,Rio de Janeiro,A,6.7,Bom
397,75,12100.82,Rio de Janeiro,B,8.7,Bom
398,35,13297.44,Vitória,B,7.8,Bom
399,66,13111.13,Rio de Janeiro,B,8.6,Bom
400,41,7681.85,Belo Horizonte,B,5.2,Bom
401,21,18434.81,São Paulo,B,5.3,Bom
402,36,14326.43,Belo Horizonte,B,8.0,Bom
403,34,22977.87,Belo Horizonte,A,6.0,Bom
404,41,5795.11,Rio de Janeiro,A,9.7,Bom
405,45,8388.11,Belo Horizonte,A,6.9,Bom
406,38,27083.5,São Paulo,B,5.2,Bom
407,57,7716.76,Rio de Janeiro,A,7.1,Bom
408,54,4182.24,Belo Horizonte,B,6.3,Bom
409,61,4049.75,Vitória,B,5.8,Bom
410,82,1752.68,Belo Horizonte,B,8.3,Bom
411,42,9780.07,Vitória,B,7.6,Bom
412,31,41505.29,Vitória,B,7.1,Bom
413,17,34138.46,São Paulo,B,9.7,Bom
414,26,28596.41,Belo Horizonte,A,6.6,Bom
415,56,6414.85,Vitória,B,9.6,Bom
416,30,10066.84,Vitória,B,9.0,Bom
417,31,20701.55,Vitória,B,8.4,Bom
418,16,30575.4,Belo Horizonte,A,8.8,Bom
419,46,28036.71,Vitória,A,7.4,Bom
420,43,31750.56,Rio de Janeiro,B,9.5,Bom
421,32,28135.55,Belo Horizonte,A,9.2,Bom
422,46,40497.72,Vitória,B,5.3,Bom
423,30,35853.44,Belo Horizonte,A,8.9,Bom
424,22,41731.92,Belo Horizonte,A,6.9,Bom
425,58,23004.1,Rio de Janeiro,B,9.1,Bom
426,38,18944.96,Rio de Janeiro,A,6.3,Bom
427,59,5678.13,Vitória,B,6.4,Bom
428,48,18209.78,Vitória,A,8.9,Bom
429,50,15358.49,Rio de Janeiro,B,9.6,Bom
430,82,23571.17,Vitória,B,5.2,Bom
431,80,12397.99,Belo Horizonte,A,7.6,Bom
432,67,21211.93,Vitória,A,8.7,Bom
433,37,34852.54,Belo Horizonte,A,8.8,Bom
434,17,30831.78,Rio de Janeiro,A,9.9,Bom
435,57,17952.47,Belo Horizonte,B,9.3,Bom
436,30,8375.45,Belo Horizonte,A,8.5,Bom
437,35,33607.68,Belo Horizonte,B,6.5,
438,33,11137.01,Rio de Janeiro,B,5.6,Bom
439,40,30553.67,Belo Horizonte,A,8.5,Bom
440,47,29647.51,Vitória,A,9.6,Bom
441,18,2836.04,São Paulo,B,9.3,Bom
442,33,45720.44,Rio de Janeiro,B,7.6,Bom
443,54,39272.27,Belo Horizonte,A,5.5,Bom
444,53,,São Paulo,B,6.3,
445,51,40942.26,São Paulo,B,8.8,Bom
446,,18129.01,São Paulo,B,8.2,Bom
447,18,25029.24,Belo Horizonte,B,6.9,Bom
448,38,43458.39,Belo Horizonte,B,6.4,Bom
449,61,21583.68,Rio de Janeiro,B,8.9,Bom
450,69,27056.02,Rio de Janeiro,B,7.9,Bom
451,39,39446.76,Belo Horizonte,A,7.4,Bom
452,50,14712.42,Vitória,B,8.3,Bom
453,39,20964.08,São Paulo,B,8.5,Bom
454,59,14659.9,São Paulo,B,7.3,Bom
455,39,20847.8,Vitória,B,6.8,Bom
456,34,8469.74,São Paulo,A,7.9,Bom
457,32,1868.59,Belo Horizonte,A,5.6,Bom
458,32,43237.67,Belo Horizonte,B,8.8,Bom
459,60,20345.0,Belo Horizonte,B,8.0,Bom
460,77,17668.53,São Paulo,B,9.7,Bom
461,14,73680.53,Vitória,B,4.9,Bom
462,26,10745.26,Rio de Janeiro,A,6.9,Bom
463,67,43407.21,Belo Horizonte,B,9.5,Bom
464,20,12614.88,Vitória,B,5.8,Bom
465,70,35624.32,Belo Horizonte,B,5.6,Bom
466,82,22296.66,Rio de Janeiro,A,9.6,Bom
467,34,34865.9,Rio de Janeiro,B,7.6,Bom
468,53,28341.59,Vitória,A,9.4,Bom
469,66,24092.73,Belo Horizonte,A,8.6,Bom
470,8,65864.15,Vitória,B,1.5,Bom
471,31,45972.26,Vitória,B,6.6,Bom
472,36,37820.33,Belo Horizonte,B,5.3,Bom
473,80,7560.02,Vitória,A,5.2,Bom
474,63,19880.93,Rio de Janeiro,B,9.0,Bom
475,58,44371.78,São Paulo,A,6.6,Bom
476,21,32477.05,Belo Horizonte,A,8.7,Bom
477,81,12739.75,Belo Horizonte,B,5.3,Bom
478,35,29732.51,Vitória,B,8.7,Bom
479,19,22760.33,Vitória,A,5.3,Bom
480,37,37187.45,Vitória,B,5.1,Bom
481,31,29650.43,Rio de Janeiro,B,8.6,Bom
482,37,17557.32,Vitória,B,8.4,Bom
483,29,17158.37,Belo Horizonte,A,8.9,Bom
484,47,36915.71,São Paulo,A,6.3,Bom
485,80,27800.35,Belo Horizonte,B,6.5,Bom
486,69,32521.58,Belo Horizonte,B,9.2,Bom
487,54,30253.96,Belo Horizonte,A,6.9,Bom
488,47,6260.27,Belo Horizonte,A,9.5,Bom
489,69,22833.7,Belo Horizonte,A,6.8,Bom
490,34,32511.64,Vitória,B,8.9,Bom
491,33,45127.92,Rio de Janeiro,A,8.2,Bom
492,51,41980.56,Rio de Janeiro,A,5.2,Bom
493,73,10295.97,São Paulo,B,9.6,Bom
494,79,26838.96,Belo Horizonte,A,5.1,Bom
495,32,22553.48,Rio de Janeiro,A,9.8,Bom
496,57,31996.84,Belo Horizonte,B,7.6,Bom
497,81,20204.25,São Paulo,A,9.4,Bom
498,107,59701.51,Belo Horizonte,B,4.9,Bom
499,75,46171.51,Rio de Janeiro,B,8.7,Bom
500,26,23145.19,Vitória,B,6.0,Bom
501,61,18646.01,Belo Horizonte,B,8.7,Bom
